ID,PRE,MID,SEMI,FINAL,AVERAGE,REMARKS
3134,0,0,0,0,0,NONE
3135,0,0,0,0,0,NONE
3136,0,0,0,0,0,NONE
3137,0,0,0,0,0,NONE
3138,0,0,0,0,0,NONE
3139,0,0,0,0,0,NONE
3140,0,0,0,0,0,NONE
3141,0,0,0,0,0,NONE
3142,0,0,0,0,0,NONE
3143,0,0,0,0,0,NONE
3144,0,0,0,0,0,NONE
3145,0,0,0,0,0,NONE
3146,0,0,0,0,0,NONE
3147,0,0,0,0,0,NONE
3148,0,0,0,0,0,NONE
3149,0,0,0,0,0,NONE
3150,0,0,0,0,0,NONE
3151,0,0,0,0,0,NONE
3152,0,0,0,0,0,NONE
3153,0,0,0,0,0,NONE
3154,0,0,0,0,0,NONE
3155,0,0,0,0,0,NONE
3156,0,0,0,0,0,NONE
3157,0,0,0,0,0,NONE
3158,0,0,0,0,0,NONE
3159,0,0,0,0,0,NONE
3160,0,0,0,0,0,NONE
3161,0,0,0,0,0,NONE
3162,0,0,0,0,0,NONE
3163,0,0,0,0,0,NONE
3164,0,0,0,0,0,NONE
3165,0,0,0,0,0,NONE
3166,0,0,0,0,0,NONE
3167,0,0,0,0,0,NONE
3168,0,0,0,0,0,NONE
3169,0,0,0,0,0,NONE
3170,0,0,0,0,0,NONE
3171,0,0,0,0,0,NONE
3172,0,0,0,0,0,NONE
3173,0,0,0,0,0,NONE
3174,0,0,0,0,0,NONE
3175,0,0,0,0,0,NONE
3176,0,0,0,0,0,NONE
3177,0,0,0,0,0,NONE
3178,0,0,0,0,0,NONE
3179,0,0,0,0,0,NONE
3180,0,0,0,0,0,NONE
3181,0,0,0,0,0,NONE
3182,0,0,0,0,0,NONE
3183,0,0,0,0,0,NONE
3184,0,0,0,0,0,NONE
3185,0,0,0,0,0,NONE
3186,0,0,0,0,0,NONE
3187,0,0,0,0,0,NONE
3188,0,0,0,0,0,NONE
3189,0,0,0,0,0,NONE
3190,0,0,0,0,0,NONE
3191,0,0,0,0,0,NONE
3192,0,0,0,0,0,NONE
3193,0,0,0,0,0,NONE
3194,0,0,0,0,0,NONE
3195,0,0,0,0,0,NONE
3196,0,0,0,0,0,NONE
3197,0,0,0,0,0,NONE
3198,0,0,0,0,0,NONE
3199,0,0,0,0,0,NONE
3200,0,0,0,0,0,NONE
3201,0,0,0,0,0,NONE
3202,0,0,0,0,0,NONE
3203,0,0,0,0,0,NONE
3204,0,0,0,0,0,NONE
3205,0,0,0,0,0,NONE
3206,0,0,0,0,0,NONE
3207,0,0,0,0,0,NONE
3208,0,0,0,0,0,NONE
3209,0,0,0,0,0,NONE
3210,0,0,0,0,0,NONE
3211,0,0,0,0,0,NONE
3212,0,0,0,0,0,NONE
3213,0,0,0,0,0,NONE
3214,0,0,0,0,0,NONE
3215,0,0,0,0,0,NONE
3216,0,0,0,0,0,NONE
3217,0,0,0,0,0,NONE
3218,0,0,0,0,0,NONE
3219,0,0,0,0,0,NONE
3220,0,0,0,0,0,NONE
3221,0,0,0,0,0,NONE
3222,0,0,0,0,0,NONE
3223,0,0,0,0,0,NONE
3224,0,0,0,0,0,NONE
3225,0,0,0,0,0,NONE
3226,0,0,0,0,0,NONE
3227,0,0,0,0,0,NONE
3228,0,0,0,0,0,NONE
3229,0,0,0,0,0,NONE
3230,0,0,0,0,0,NONE
3231,0,0,0,0,0,NONE
3232,0,0,0,0,0,NONE
3233,0,0,0,0,0,NONE
3234,0,0,0,0,0,NONE
3235,0,0,0,0,0,NONE
3236,0,0,0,0,0,NONE
3237,0,0,0,0,0,NONE
3238,0,0,0,0,0,NONE
3239,0,0,0,0,0,NONE
3240,0,0,0,0,0,NONE
3241,0,0,0,0,0,NONE
3242,0,0,0,0,0,NONE
3243,0,0,0,0,0,NONE
3244,0,0,0,0,0,NONE
3245,0,0,0,0,0,NONE
3246,0,0,0,0,0,NONE
3247,0,0,0,0,0,NONE
3248,0,0,0,0,0,NONE
3249,0,0,0,0,0,NONE
3250,0,0,0,0,0,NONE
3251,0,0,0,0,0,NONE
3252,0,0,0,0,0,NONE
3253,0,0,0,0,0,NONE
3254,0,0,0,0,0,NONE
3255,0,0,0,0,0,NONE
3256,0,0,0,0,0,NONE
3257,0,0,0,0,0,NONE
3258,0,0,0,0,0,NONE
3259,0,0,0,0,0,NONE
3260,0,0,0,0,0,NONE
3261,0,0,0,0,0,NONE
3262,0,0,0,0,0,NONE
3263,0,0,0,0,0,NONE
3264,0,0,0,0,0,NONE
3265,0,0,0,0,0,NONE
3266,0,0,0,0,0,NONE
3267,0,0,0,0,0,NONE
3268,0,0,0,0,0,NONE
3269,0,0,0,0,0,NONE
3270,0,0,0,0,0,NONE
3271,0,0,0,0,0,NONE
3272,0,0,0,0,0,NONE
3273,0,0,0,0,0,NONE
3274,0,0,0,0,0,NONE
3275,0,0,0,0,0,NONE
3276,0,0,0,0,0,NONE
3277,0,0,0,0,0,NONE
3278,0,0,0,0,0,NONE
3279,0,0,0,0,0,NONE
3280,0,0,0,0,0,NONE
3281,0,0,0,0,0,NONE
3282,0,0,0,0,0,NONE
3283,0,0,0,0,0,NONE
3284,0,0,0,0,0,NONE
3285,0,0,0,0,0,NONE
3286,0,0,0,0,0,NONE
3287,0,0,0,0,0,NONE
3288,0,0,0,0,0,NONE
3289,0,0,0,0,0,NONE
3290,0,0,0,0,0,NONE
3291,0,0,0,0,0,NONE
3292,0,0,0,0,0,NONE
3293,0,0,0,0,0,NONE
3294,0,0,0,0,0,NONE
3295,0,0,0,0,0,NONE
3296,0,0,0,0,0,NONE
3297,0,0,0,0,0,NONE
3298,0,0,0,0,0,NONE
3299,0,0,0,0,0,NONE
3300,0,0,0,0,0,NONE
3301,0,0,0,0,0,NONE
3302,0,0,0,0,0,NONE
3303,0,0,0,0,0,NONE
3304,0,0,0,0,0,NONE
3305,0,0,0,0,0,NONE
3306,0,0,0,0,0,NONE
3307,0,0,0,0,0,NONE
3308,0,0,0,0,0,NONE
3309,0,0,0,0,0,NONE
3310,0,0,0,0,0,NONE
3311,0,0,0,0,0,NONE
3312,0,0,0,0,0,NONE
3313,0,0,0,0,0,NONE
3314,0,0,0,0,0,NONE
3315,0,0,0,0,0,NONE
3316,0,0,0,0,0,NONE
3317,0,0,0,0,0,NONE
3318,0,0,0,0,0,NONE
3319,0,0,0,0,0,NONE
3320,0,0,0,0,0,NONE
3321,0,0,0,0,0,NONE
3322,0,0,0,0,0,NONE
3323,0,0,0,0,0,NONE
3324,0,0,0,0,0,NONE
3325,0,0,0,0,0,NONE
3326,0,0,0,0,0,NONE
3327,0,0,0,0,0,NONE
3328,0,0,0,0,0,NONE
3329,0,0,0,0,0,NONE
3330,0,0,0,0,0,NONE
3331,0,0,0,0,0,NONE
3332,0,0,0,0,0,NONE
3333,0,0,0,0,0,NONE
3334,0,0,0,0,0,NONE
3335,0,0,0,0,0,NONE
3336,0,0,0,0,0,NONE
3337,0,0,0,0,0,NONE
3338,0,0,0,0,0,NONE
3339,0,0,0,0,0,NONE
3340,0,0,0,0,0,NONE
3341,0,0,0,0,0,NONE
3342,0,0,0,0,0,NONE
3343,0,0,0,0,0,NONE
3344,0,0,0,0,0,NONE
3345,0,0,0,0,0,NONE
3346,0,0,0,0,0,NONE
3347,0,0,0,0,0,NONE
3348,0,0,0,0,0,NONE
3349,0,0,0,0,0,NONE
3350,0,0,0,0,0,NONE
3351,0,0,0,0,0,NONE
3352,0,0,0,0,0,NONE
3353,0,0,0,0,0,NONE
3354,0,0,0,0,0,NONE
3355,0,0,0,0,0,NONE
3356,0,0,0,0,0,NONE
3357,0,0,0,0,0,NONE
3358,0,0,0,0,0,NONE
3359,0,0,0,0,0,NONE
3360,0,0,0,0,0,NONE
3361,0,0,0,0,0,NONE
3362,0,0,0,0,0,NONE
3363,0,0,0,0,0,NONE
3364,0,0,0,0,0,NONE
3365,0,0,0,0,0,NONE
3366,0,0,0,0,0,NONE
3367,0,0,0,0,0,NONE
3368,0,0,0,0,0,NONE
3369,0,0,0,0,0,NONE
3370,0,0,0,0,0,NONE
3371,0,0,0,0,0,NONE
3372,0,0,0,0,0,NONE
3373,0,0,0,0,0,NONE
3374,0,0,0,0,0,NONE
3375,0,0,0,0,0,NONE
3376,0,0,0,0,0,NONE
3377,0,0,0,0,0,NONE
3378,0,0,0,0,0,NONE
3379,0,0,0,0,0,NONE
3380,0,0,0,0,0,NONE
3381,0,0,0,0,0,NONE
3382,0,0,0,0,0,NONE
3383,0,0,0,0,0,NONE
3384,0,0,0,0,0,NONE
3385,0,0,0,0,0,NONE
3386,0,0,0,0,0,NONE
3387,0,0,0,0,0,NONE
3388,0,0,0,0,0,NONE
3389,0,0,0,0,0,NONE
3390,0,0,0,0,0,NONE
3391,0,0,0,0,0,NONE
3392,0,0,0,0,0,NONE
3393,0,0,0,0,0,NONE
3394,0,0,0,0,0,NONE
3395,0,0,0,0,0,NONE
3396,0,0,0,0,0,NONE
3397,0,0,0,0,0,NONE
3398,0,0,0,0,0,NONE
3399,0,0,0,0,0,NONE
3400,0,0,0,0,0,NONE
3401,0,0,0,0,0,NONE
3402,0,0,0,0,0,NONE
3403,0,0,0,0,0,NONE
3404,0,0,0,0,0,NONE
3405,0,0,0,0,0,NONE
3406,0,0,0,0,0,NONE
3407,0,0,0,0,0,NONE
3408,0,0,0,0,0,NONE
3409,0,0,0,0,0,NONE
3410,0,0,0,0,0,NONE
3411,0,0,0,0,0,NONE
3412,0,0,0,0,0,NONE
3413,0,0,0,0,0,NONE
3414,0,0,0,0,0,NONE
3415,0,0,0,0,0,NONE
3416,0,0,0,0,0,NONE
3417,0,0,0,0,0,NONE
3418,0,0,0,0,0,NONE
3419,0,0,0,0,0,NONE
3420,0,0,0,0,0,NONE
3421,0,0,0,0,0,NONE
3422,0,0,0,0,0,NONE
3423,0,0,0,0,0,NONE
3424,0,0,0,0,0,NONE
3425,0,0,0,0,0,NONE
3426,0,0,0,0,0,NONE
3427,0,0,0,0,0,NONE
3428,0,0,0,0,0,NONE
3429,0,0,0,0,0,NONE
3430,0,0,0,0,0,NONE
3431,0,0,0,0,0,NONE
3432,0,0,0,0,0,NONE
3433,0,0,0,0,0,NONE
3434,0,0,0,0,0,NONE
3435,0,0,0,0,0,NONE
3436,0,0,0,0,0,NONE
3437,0,0,0,0,0,NONE
3438,0,0,0,0,0,NONE
3439,0,0,0,0,0,NONE
3440,0,0,0,0,0,NONE
3441,0,0,0,0,0,NONE
3442,0,0,0,0,0,NONE
3443,0,0,0,0,0,NONE
3444,0,0,0,0,0,NONE
3445,0,0,0,0,0,NONE
3446,0,0,0,0,0,NONE
3447,0,0,0,0,0,NONE
3448,0,0,0,0,0,NONE
3449,0,0,0,0,0,NONE
3450,0,0,0,0,0,NONE
3451,0,0,0,0,0,NONE
3452,0,0,0,0,0,NONE
3453,0,0,0,0,0,NONE
3454,0,0,0,0,0,NONE
3455,0,0,0,0,0,NONE
3456,0,0,0,0,0,NONE
3457,0,0,0,0,0,NONE
3458,0,0,0,0,0,NONE
3459,0,0,0,0,0,NONE
3460,0,0,0,0,0,NONE
3461,0,0,0,0,0,NONE
3462,0,0,0,0,0,NONE
3463,0,0,0,0,0,NONE
3464,0,0,0,0,0,NONE
3465,0,0,0,0,0,NONE
3466,0,0,0,0,0,NONE
3467,0,0,0,0,0,NONE
3468,0,0,0,0,0,NONE
3469,0,0,0,0,0,NONE
3470,0,0,0,0,0,NONE
3471,0,0,0,0,0,NONE
3472,0,0,0,0,0,NONE
3473,0,0,0,0,0,NONE
3474,0,0,0,0,0,NONE
3475,0,0,0,0,0,NONE
3476,0,0,0,0,0,NONE
3477,0,0,0,0,0,NONE
3478,0,0,0,0,0,NONE
3479,0,0,0,0,0,NONE
3480,0,0,0,0,0,NONE
3481,0,0,0,0,0,NONE
3482,0,0,0,0,0,NONE
3483,0,0,0,0,0,NONE
3484,0,0,0,0,0,NONE
3485,0,0,0,0,0,NONE
3486,0,0,0,0,0,NONE
3487,0,0,0,0,0,NONE
3488,0,0,0,0,0,NONE
3489,0,0,0,0,0,NONE
3490,0,0,0,0,0,NONE
3491,0,0,0,0,0,NONE
3492,0,0,0,0,0,NONE
3493,0,0,0,0,0,NONE
3494,0,0,0,0,0,NONE
3495,0,0,0,0,0,NONE
3496,0,0,0,0,0,NONE
3497,0,0,0,0,0,NONE
3498,0,0,0,0,0,NONE
3499,0,0,0,0,0,NONE
3500,0,0,0,0,0,NONE
3501,0,0,0,0,0,NONE
3502,0,0,0,0,0,NONE
3503,0,0,0,0,0,NONE
3504,0,0,0,0,0,NONE
3505,0,0,0,0,0,NONE
3506,0,0,0,0,0,NONE
3507,0,0,0,0,0,NONE
3508,0,0,0,0,0,NONE
3509,0,0,0,0,0,NONE
3510,0,0,0,0,0,NONE
3511,0,0,0,0,0,NONE
3512,0,0,0,0,0,NONE
3513,0,0,0,0,0,NONE
3514,0,0,0,0,0,NONE
3515,0,0,0,0,0,NONE
3516,0,0,0,0,0,NONE
3517,0,0,0,0,0,NONE
3518,0,0,0,0,0,NONE
3519,0,0,0,0,0,NONE
3520,0,0,0,0,0,NONE
3521,0,0,0,0,0,NONE
3522,0,0,0,0,0,NONE
3523,0,0,0,0,0,NONE
3524,0,0,0,0,0,NONE
3525,0,0,0,0,0,NONE
3526,0,0,0,0,0,NONE
3527,0,0,0,0,0,NONE
3528,0,0,0,0,0,NONE
3529,0,0,0,0,0,NONE
3530,0,0,0,0,0,NONE
3531,0,0,0,0,0,NONE
3532,0,0,0,0,0,NONE
3533,0,0,0,0,0,NONE
3534,0,0,0,0,0,NONE
3535,0,0,0,0,0,NONE
3536,0,0,0,0,0,NONE
3537,0,0,0,0,0,NONE
3538,0,0,0,0,0,NONE
3539,0,0,0,0,0,NONE
3540,0,0,0,0,0,NONE
3541,0,0,0,0,0,NONE
3542,0,0,0,0,0,NONE
3543,0,0,0,0,0,NONE
3544,0,0,0,0,0,NONE
3545,0,0,0,0,0,NONE
3546,0,0,0,0,0,NONE
3547,0,0,0,0,0,NONE
3548,0,0,0,0,0,NONE
3549,0,0,0,0,0,NONE
3550,0,0,0,0,0,NONE
3551,0,0,0,0,0,NONE
3552,0,0,0,0,0,NONE
3553,0,0,0,0,0,NONE
3554,0,0,0,0,0,NONE
3555,0,0,0,0,0,NONE
3556,0,0,0,0,0,NONE
3557,0,0,0,0,0,NONE
3558,0,0,0,0,0,NONE
3559,0,0,0,0,0,NONE
3560,0,0,0,0,0,NONE
3561,0,0,0,0,0,NONE
3562,0,0,0,0,0,NONE
3563,0,0,0,0,0,NONE
3564,0,0,0,0,0,NONE
3565,0,0,0,0,0,NONE
3566,0,0,0,0,0,NONE
3567,0,0,0,0,0,NONE
3568,0,0,0,0,0,NONE
3569,0,0,0,0,0,NONE
3570,0,0,0,0,0,NONE
3571,0,0,0,0,0,NONE
3572,0,0,0,0,0,NONE
3573,0,0,0,0,0,NONE
3574,0,0,0,0,0,NONE
3575,0,0,0,0,0,NONE
3576,0,0,0,0,0,NONE
3577,0,0,0,0,0,NONE
3578,0,0,0,0,0,NONE
3579,0,0,0,0,0,NONE
3580,0,0,0,0,0,NONE
3581,0,0,0,0,0,NONE
3582,0,0,0,0,0,NONE
3583,0,0,0,0,0,NONE
3584,0,0,0,0,0,NONE
3585,0,0,0,0,0,NONE
3586,0,0,0,0,0,NONE
3587,0,0,0,0,0,NONE
3588,0,0,0,0,0,NONE
3589,0,0,0,0,0,NONE
3590,0,0,0,0,0,NONE
3591,0,0,0,0,0,NONE
3592,0,0,0,0,0,NONE
3593,0,0,0,0,0,NONE
3594,0,0,0,0,0,NONE
3595,0,0,0,0,0,NONE
3596,0,0,0,0,0,NONE
3597,0,0,0,0,0,NONE
3598,0,0,0,0,0,NONE
3599,0,0,0,0,0,NONE
3600,0,0,0,0,0,NONE
3601,0,0,0,0,0,NONE
3602,0,0,0,0,0,NONE
3603,0,0,0,0,0,NONE
3604,0,0,0,0,0,NONE
3605,0,0,0,0,0,NONE
3606,0,0,0,0,0,NONE
3607,0,0,0,0,0,NONE
3608,0,0,0,0,0,NONE
3609,0,0,0,0,0,NONE
3610,0,0,0,0,0,NONE
3611,0,0,0,0,0,NONE
3612,0,0,0,0,0,NONE
3613,0,0,0,0,0,NONE
3614,0,0,0,0,0,NONE
3615,0,0,0,0,0,NONE
3616,0,0,0,0,0,NONE
3617,0,0,0,0,0,NONE
3618,0,0,0,0,0,NONE
3619,0,0,0,0,0,NONE
3620,0,0,0,0,0,NONE
3621,0,0,0,0,0,NONE
3622,0,0,0,0,0,NONE
3623,0,0,0,0,0,NONE
3624,0,0,0,0,0,NONE
3625,0,0,0,0,0,NONE
3626,0,0,0,0,0,NONE
3627,0,0,0,0,0,NONE
3628,0,0,0,0,0,NONE
3629,0,0,0,0,0,NONE
3630,0,0,0,0,0,NONE
3631,0,0,0,0,0,NONE
3632,0,0,0,0,0,NONE
3633,0,0,0,0,0,NONE
3634,0,0,0,0,0,NONE
3635,0,0,0,0,0,NONE
3636,0,0,0,0,0,NONE
3637,0,0,0,0,0,NONE
3638,0,0,0,0,0,NONE
3639,0,0,0,0,0,NONE
3640,0,0,0,0,0,NONE
3641,0,0,0,0,0,NONE
3642,0,0,0,0,0,NONE
3643,0,0,0,0,0,NONE
3644,0,0,0,0,0,NONE
3645,0,0,0,0,0,NONE
3646,0,0,0,0,0,NONE
3647,0,0,0,0,0,NONE
3648,0,0,0,0,0,NONE
3649,0,0,0,0,0,NONE
3650,0,0,0,0,0,NONE
3651,0,0,0,0,0,NONE
3652,0,0,0,0,0,NONE
3653,0,0,0,0,0,NONE
3654,0,0,0,0,0,NONE
3655,0,0,0,0,0,NONE
3656,0,0,0,0,0,NONE
3657,0,0,0,0,0,NONE
3658,0,0,0,0,0,NONE
3659,0,0,0,0,0,NONE
3660,0,0,0,0,0,NONE
3661,0,0,0,0,0,NONE
3662,0,0,0,0,0,NONE
3663,0,0,0,0,0,NONE
3664,0,0,0,0,0,NONE
3665,0,0,0,0,0,NONE
3666,0,0,0,0,0,NONE
3667,0,0,0,0,0,NONE
3668,0,0,0,0,0,NONE
3669,0,0,0,0,0,NONE
3670,0,0,0,0,0,NONE
3671,0,0,0,0,0,NONE
3672,0,0,0,0,0,NONE
3673,0,0,0,0,0,NONE
3674,0,0,0,0,0,NONE
3675,0,0,0,0,0,NONE
3676,0,0,0,0,0,NONE
3677,0,0,0,0,0,NONE
3678,0,0,0,0,0,NONE
3679,0,0,0,0,0,NONE
3680,0,0,0,0,0,NONE
3681,0,0,0,0,0,NONE
3682,0,0,0,0,0,NONE
3683,0,0,0,0,0,NONE
3684,0,0,0,0,0,NONE
3685,0,0,0,0,0,NONE
3686,0,0,0,0,0,NONE
3687,0,0,0,0,0,NONE
3688,0,0,0,0,0,NONE
3689,0,0,0,0,0,NONE
3690,0,0,0,0,0,NONE
3691,0,0,0,0,0,NONE
3692,0,0,0,0,0,NONE
3693,0,0,0,0,0,NONE
3694,0,0,0,0,0,NONE
3695,0,0,0,0,0,NONE
3696,0,0,0,0,0,NONE
3697,0,0,0,0,0,NONE
3698,0,0,0,0,0,NONE
3699,0,0,0,0,0,NONE
3700,0,0,0,0,0,NONE
3701,0,0,0,0,0,NONE
3702,0,0,0,0,0,NONE
3703,0,0,0,0,0,NONE
3704,0,0,0,0,0,NONE
3705,0,0,0,0,0,NONE
3706,0,0,0,0,0,NONE
3707,0,0,0,0,0,NONE
3708,0,0,0,0,0,NONE
3709,0,0,0,0,0,NONE
3710,0,0,0,0,0,NONE
3711,0,0,0,0,0,NONE
3712,0,0,0,0,0,NONE
3713,0,0,0,0,0,NONE
3714,0,0,0,0,0,NONE
3715,0,0,0,0,0,NONE
3716,0,0,0,0,0,NONE
3717,0,0,0,0,0,NONE
3718,0,0,0,0,0,NONE
3719,0,0,0,0,0,NONE
3720,0,0,0,0,0,NONE
3721,0,0,0,0,0,NONE
3722,0,0,0,0,0,NONE
3723,0,0,0,0,0,NONE
3724,0,0,0,0,0,NONE
3725,0,0,0,0,0,NONE
3726,0,0,0,0,0,NONE
3727,0,0,0,0,0,NONE
3728,0,0,0,0,0,NONE
3729,0,0,0,0,0,NONE
3730,0,0,0,0,0,NONE
3731,0,0,0,0,0,NONE
3732,0,0,0,0,0,NONE
3733,0,0,0,0,0,NONE
3734,0,0,0,0,0,NONE
3735,0,0,0,0,0,NONE
3736,0,0,0,0,0,NONE
3737,0,0,0,0,0,NONE
3738,0,0,0,0,0,NONE
3739,0,0,0,0,0,NONE
3740,0,0,0,0,0,NONE
3741,0,0,0,0,0,NONE
3742,0,0,0,0,0,NONE
3743,0,0,0,0,0,NONE
3744,0,0,0,0,0,NONE
3745,0,0,0,0,0,NONE
3746,0,0,0,0,0,NONE
3747,0,0,0,0,0,NONE
3748,0,0,0,0,0,NONE
3749,0,0,0,0,0,NONE
3750,0,0,0,0,0,NONE
3751,0,0,0,0,0,NONE
3752,0,0,0,0,0,NONE
3753,0,0,0,0,0,NONE
3754,0,0,0,0,0,NONE
3755,0,0,0,0,0,NONE
3756,0,0,0,0,0,NONE
3757,0,0,0,0,0,NONE
3758,0,0,0,0,0,NONE
3759,0,0,0,0,0,NONE
3760,0,0,0,0,0,NONE
3761,0,0,0,0,0,NONE
3762,0,0,0,0,0,NONE
3763,0,0,0,0,0,NONE
3764,0,0,0,0,0,NONE
3765,0,0,0,0,0,NONE
3766,0,0,0,0,0,NONE
3767,0,0,0,0,0,NONE
3768,0,0,0,0,0,NONE
3769,0,0,0,0,0,NONE
3770,0,0,0,0,0,NONE
3771,0,0,0,0,0,NONE
3772,0,0,0,0,0,NONE
3773,0,0,0,0,0,NONE
3774,0,0,0,0,0,NONE
3775,0,0,0,0,0,NONE
3776,0,0,0,0,0,NONE
3777,0,0,0,0,0,NONE
3778,0,0,0,0,0,NONE
3779,0,0,0,0,0,NONE
3780,0,0,0,0,0,NONE
3781,0,0,0,0,0,NONE
3782,0,0,0,0,0,NONE
3783,0,0,0,0,0,NONE
3784,0,0,0,0,0,NONE
3785,0,0,0,0,0,NONE
3786,0,0,0,0,0,NONE
3787,0,0,0,0,0,NONE
3788,0,0,0,0,0,NONE
3789,0,0,0,0,0,NONE
3790,0,0,0,0,0,NONE
3791,0,0,0,0,0,NONE
3792,0,0,0,0,0,NONE
3793,0,0,0,0,0,NONE
3794,0,0,0,0,0,NONE
3795,0,0,0,0,0,NONE
3796,0,0,0,0,0,NONE
3797,0,0,0,0,0,NONE
3798,0,0,0,0,0,NONE
3799,0,0,0,0,0,NONE
3800,0,0,0,0,0,NONE
3801,0,0,0,0,0,NONE
3802,0,0,0,0,0,NONE
3803,0,0,0,0,0,NONE
3804,0,0,0,0,0,NONE
3805,0,0,0,0,0,NONE
3806,0,0,0,0,0,NONE
3807,0,0,0,0,0,NONE
3808,0,0,0,0,0,NONE
3809,0,0,0,0,0,NONE
3810,0,0,0,0,0,NONE
3811,0,0,0,0,0,NONE
3812,0,0,0,0,0,NONE
3813,0,0,0,0,0,NONE
3814,0,0,0,0,0,NONE
3815,0,0,0,0,0,NONE
3816,0,0,0,0,0,NONE
3817,0,0,0,0,0,NONE
3818,0,0,0,0,0,NONE
3819,0,0,0,0,0,NONE
3820,0,0,0,0,0,NONE
3821,0,0,0,0,0,NONE
3822,0,0,0,0,0,NONE
3823,0,0,0,0,0,NONE
3824,0,0,0,0,0,NONE
3825,0,0,0,0,0,NONE
3826,0,0,0,0,0,NONE
3827,0,0,0,0,0,NONE
3828,0,0,0,0,0,NONE
3829,0,0,0,0,0,NONE
3830,0,0,0,0,0,NONE
3831,0,0,0,0,0,NONE
3832,0,0,0,0,0,NONE
3833,0,0,0,0,0,NONE
3834,0,0,0,0,0,NONE
3835,0,0,0,0,0,NONE
3836,0,0,0,0,0,NONE
3837,0,0,0,0,0,NONE
3838,0,0,0,0,0,NONE
3839,0,0,0,0,0,NONE
3840,0,0,0,0,0,NONE
3841,0,0,0,0,0,NONE
3842,0,0,0,0,0,NONE
3843,0,0,0,0,0,NONE
3844,0,0,0,0,0,NONE
3845,0,0,0,0,0,NONE
3846,0,0,0,0,0,NONE
3847,0,0,0,0,0,NONE
3848,0,0,0,0,0,NONE
3849,0,0,0,0,0,NONE
3850,0,0,0,0,0,NONE
3851,0,0,0,0,0,NONE
3852,0,0,0,0,0,NONE
3853,0,0,0,0,0,NONE
3854,0,0,0,0,0,NONE
3855,0,0,0,0,0,NONE
3856,0,0,0,0,0,NONE
3857,0,0,0,0,0,NONE
3858,0,0,0,0,0,NONE
3859,0,0,0,0,0,NONE
3860,0,0,0,0,0,NONE
3861,0,0,0,0,0,NONE
3862,0,0,0,0,0,NONE
3863,0,0,0,0,0,NONE
3864,0,0,0,0,0,NONE
3865,0,0,0,0,0,NONE
3866,0,0,0,0,0,NONE
3867,0,0,0,0,0,NONE
3868,0,0,0,0,0,NONE
3869,0,0,0,0,0,NONE
3870,0,0,0,0,0,NONE
3871,0,0,0,0,0,NONE
3872,0,0,0,0,0,NONE
3873,0,0,0,0,0,NONE
3874,0,0,0,0,0,NONE
3875,0,0,0,0,0,NONE
3876,0,0,0,0,0,NONE
3877,0,0,0,0,0,NONE
3878,0,0,0,0,0,NONE
3879,0,0,0,0,0,NONE
3880,0,0,0,0,0,NONE
3881,0,0,0,0,0,NONE
3882,0,0,0,0,0,NONE
3883,0,0,0,0,0,NONE
3884,0,0,0,0,0,NONE
3885,0,0,0,0,0,NONE
3886,0,0,0,0,0,NONE
3887,0,0,0,0,0,NONE
3888,0,0,0,0,0,NONE
3889,0,0,0,0,0,NONE
3890,0,0,0,0,0,NONE
3891,0,0,0,0,0,NONE
3892,0,0,0,0,0,NONE
3893,0,0,0,0,0,NONE
3894,0,0,0,0,0,NONE
3895,0,0,0,0,0,NONE
3896,0,0,0,0,0,NONE
3897,0,0,0,0,0,NONE
3898,0,0,0,0,0,NONE
3899,0,0,0,0,0,NONE
3900,0,0,0,0,0,NONE
3901,0,0,0,0,0,NONE
3902,0,0,0,0,0,NONE
3903,0,0,0,0,0,NONE
3904,0,0,0,0,0,NONE
3905,0,0,0,0,0,NONE
3906,0,0,0,0,0,NONE
3907,0,0,0,0,0,NONE
3908,0,0,0,0,0,NONE
3909,0,0,0,0,0,NONE
3910,0,0,0,0,0,NONE
3911,0,0,0,0,0,NONE
3912,0,0,0,0,0,NONE
3913,0,0,0,0,0,NONE
3914,0,0,0,0,0,NONE
3915,0,0,0,0,0,NONE
3916,0,0,0,0,0,NONE
3917,0,0,0,0,0,NONE
3918,0,0,0,0,0,NONE
3919,0,0,0,0,0,NONE
3920,0,0,0,0,0,NONE
3921,0,0,0,0,0,NONE
3922,0,0,0,0,0,NONE
3923,0,0,0,0,0,NONE
3924,0,0,0,0,0,NONE
3925,0,0,0,0,0,NONE
3926,0,0,0,0,0,NONE
3927,0,0,0,0,0,NONE
3928,0,0,0,0,0,NONE
3929,0,0,0,0,0,NONE
3930,0,0,0,0,0,NONE
3931,0,0,0,0,0,NONE
3932,0,0,0,0,0,NONE
3933,0,0,0,0,0,NONE
3934,0,0,0,0,0,NONE
3935,0,0,0,0,0,NONE
3936,0,0,0,0,0,NONE
3937,0,0,0,0,0,NONE
3938,0,0,0,0,0,NONE
3939,0,0,0,0,0,NONE
3940,0,0,0,0,0,NONE
3941,0,0,0,0,0,NONE
3942,0,0,0,0,0,NONE
3943,0,0,0,0,0,NONE
3944,0,0,0,0,0,NONE
3945,0,0,0,0,0,NONE
3946,0,0,0,0,0,NONE
3947,0,0,0,0,0,NONE
3948,0,0,0,0,0,NONE
3949,0,0,0,0,0,NONE
3950,0,0,0,0,0,NONE
3951,0,0,0,0,0,NONE
3952,0,0,0,0,0,NONE
3953,0,0,0,0,0,NONE
3954,0,0,0,0,0,NONE
